OBJECTID,tipo_muestra,longitude,latitude,Departamento,Municipio,tecnica_medicion,Li_ppm2,Cu_ppm2,Co_ppm2,Ni_ppm2,La_ppm2,Ce_ppm2,Pr_ppm2,Nd_ppm2,Sm_ppm2,Eu_ppm2,Gd_ppm2,Tb_ppm2,Dy_ppm2,Ho_ppm2,Er_ppm2,Tm_ppm2,Yb_ppm2,Lu_ppm2,Sc_ppm2,Y_ppm2
33862,S: Sedimento,-73.0711067,5.686898968,BOYACA,PAIPA,Plasma (ICP),,5,,3,,,,,,,,,,,,,,,,7
33863,S: Sedimento,-73.07236687,5.688890278,BOYACA,PAIPA,ICP,,,3,,28.8,125,,0.016,,0.9,,-0.0005,,,,,2.8,0.41,3.9,
33864,S: Sedimento,-73.07236687,5.688890278,BOYACA,PAIPA,Plasma (ICP),,8,,5,,,,,,,,,,,,,,,,12
33866,S: Sedimento,-73.07245384,5.69078913,BOYACA,PAIPA,ICP,,,2,,27.9,57,,0.015,,0.9,,0.0006,,,,,3.7,0.56,5,
33867,S: Sedimento,-73.07245384,5.69078913,BOYACA,PAIPA,Plasma (ICP),,9,,5,,,,,,,,,,,,,,,,11
33868,S: Sedimento,-73.07263106,5.692688139,BOYACA,PAIPA,ICP,,,3,,37.3,82,,0.024,,1.3,,0.0009,,,,,5.7,0.85,7.3,
33869,S: Sedimento,-73.07263106,5.692688139,BOYACA,PAIPA,Plasma (ICP),,13,,4,,,,,,,,,,,,,,,,28
33870,S: Sedimento,-73.0720851,5.695218786,BOYACA,PAIPA,ICP,,,15,,35.2,75,,0.027,,1,,-0.0005,,,,,3.5,0.54,6.6,
33871,S: Sedimento,-73.0720851,5.695218786,BOYACA,PAIPA,Plasma (ICP),,12,,13,,,,,,,,,,,,,,,,18
33872,S: Sedimento,-73.07208101,5.69756955,BOYACA,PAIPA,ICP,,,5,,78.1,141,,0.04,,1.8,,0.0011,,,,,4.5,0.64,7.5,
33873,S: Sedimento,-73.07208101,5.69756955,BOYACA,PAIPA,Plasma (ICP),,11,,7,,,,,,,,,,,,,,,,21
33874,S: Sedimento,-73.07072395,5.699375464,BOYACA,PAIPA,ICP,,,6,,104,166,,0.043,,1.9,,0.0006,,,,,4.5,0.72,9.7,
33875,S: Sedimento,-73.07072395,5.699375464,BOYACA,PAIPA,Plasma (ICP),,40,,11,,,,,,,,,,,,,,,,25
33876,S: Sedimento,-73.06918605,5.701361886,BOYACA,PAIPA,ICP,,,2,,26,45,,0.015,,0.8,,-0.0005,,,,,2.4,0.38,3.8,
33877,S: Sedimento,-73.06918605,5.701361886,BOYACA,PAIPA,Plasma (ICP),,9,,3,,,,,,,,,,,,,,,,9
33878,S: Sedimento,-73.06665668,5.702532833,BOYACA,PAIPA,ICP,,,3,,19.3,40,,0.013,,0.7,,0.0005,,,,,2.6,0.4,3.2,
33879,S: Sedimento,-73.06665668,5.702532833,BOYACA,PAIPA,Plasma (ICP),,7,,4,,,,,,,,,,,,,,,,9
33880,S: Sedimento,-73.07462304,5.689075033,BOYACA,PAIPA,ICP,,,2,,26.2,58,,0.02,,1,,0.0009,,,,,6.2,0.96,6.9,
33881,S: Sedimento,-73.07462304,5.689075033,BOYACA,PAIPA,Plasma (ICP),,7,,5,,,,,,,,,,,,,,,,24
33882,S: Sedimento,-73.07687921,5.689259779,BOYACA,PAIPA,ICP,,,2,,37.7,93,,0.029,,1.3,,0.0012,,,,,8.4,1.29,8.6,
33883,S: Sedimento,-73.07687921,5.689259779,BOYACA,PAIPA,Plasma (ICP),,21,,6,,,,,,,,,,,,,,,,32
33884,S: Sedimento,-73.07913648,5.688811618,BOYACA,PAIPA,ICP,,,6,,30.3,59,,0.014,,0.9,,-0.0005,,,,,2.3,0.36,5,
33885,S: Sedimento,-73.07913648,5.688811618,BOYACA,PAIPA,Plasma (ICP),,11,,6,,,,,,,,,,,,,,,,8
33887,S: Sedimento,-73.08121478,5.687458992,BOYACA,PAIPA,ICP,,,5,,26.9,47,,0.009,,0.8,,-0.0005,,,,,2.3,0.36,2.9,
33888,S: Sedimento,-73.08121478,5.687458992,BOYACA,PAIPA,Plasma (ICP),,9,,3,,,,,,,,,,,,,,,,9
33889,S: Sedimento,-73.08230193,5.685110089,BOYACA,PAIPA,ICP,,,10,,53.4,109,,0.032,,1.2,,0.0009,,,,,3.7,0.58,8.5,
33890,S: Sedimento,-73.08230193,5.685110089,BOYACA,PAIPA,Plasma (ICP),,46,,15,,,,,,,,,,,,,,,,15
33891,S: Sedimento,-73.08744684,5.68502852,BOYACA,PAIPA,ICP,,,3,,19.1,37,,0.012,,0.6,,-0.0005,,,,,2.8,0.43,3.4,
33892,S: Sedimento,-73.08744684,5.68502852,BOYACA,PAIPA,Plasma (ICP),,7,,2,,,,,,,,,,,,,,,,11
33893,S: Sedimento,-73.090154,5.685394816,BOYACA,PAIPA,ICP,,,3,,39.4,88,,0.025,,1.3,,0.0008,,,,,6.1,0.93,8.3,
33894,S: Sedimento,-73.090154,5.685394816,BOYACA,PAIPA,Plasma (ICP),,9,,7,,,,,,,,,,,,,,,,25
33895,S: Sedimento,-73.0922295,5.685669606,BOYACA,PAIPA,ICP,,,3,,41.3,75,,0.026,,1.2,,0.0008,,,,,6.1,0.92,8.9,
33896,S: Sedimento,-73.0922295,5.685669606,BOYACA,PAIPA,Plasma (ICP),,8,,9,,,,,,,,,,,,,,,,22
33897,S: Sedimento,-73.09457731,5.685040704,BOYACA,PAIPA,ICP,,,7,,36.2,67,,0.018,,1.1,,0.0006,,,,,4.6,0.69,7.2,
33898,S: Sedimento,-73.09457731,5.685040704,BOYACA,PAIPA,Plasma (ICP),,10,,9,,,,,,,,,,,,,,,,16
33899,S: Sedimento,-73.09656516,5.683778276,BOYACA,PAIPA,ICP,,,38,,30.2,73,,0.024,,1.1,,-0.0005,,,,,4.1,0.61,5.4,
33900,S: Sedimento,-73.09656516,5.683778276,BOYACA,PAIPA,Plasma (ICP),,13,,15,,,,,,,,,,,,,,,,23
33901,S: Sedimento,-73.09900353,5.682968677,BOYACA,PAIPA,ICP,,,5,,43.1,79,,0.028,,1.2,,0.0005,,,,,4,0.62,8.2,
33902,S: Sedimento,-73.09900353,5.682968677,BOYACA,PAIPA,Plasma (ICP),,16,,17,,,,,,,,,,,,,,,,24
33903,S: Sedimento,-73.10108253,5.681163894,BOYACA,PAIPA,ICP,,,3,,33.1,57,,0.019,,0.8,,-0.0005,,,,,3,0.45,5.6,
33904,S: Sedimento,-73.10108253,5.681163894,BOYACA,PAIPA,Plasma (ICP),,10,,11,,,,,,,,,,,,,,,,10
33905,S: Sedimento,-73.10397142,5.680807109,BOYACA,PAIPA,ICP,,,2,,11.4,22,,0.008,,0.3,,-0.0005,,,,,2.3,0.36,2.4,
33906,S: Sedimento,-73.10397142,5.680807109,BOYACA,PAIPA,Plasma (ICP),,4,,5,,,,,,,,,,,,,,,,8
33908,S: Sedimento,-73.10577781,5.680086828,BOYACA,PAIPA,ICP,,,11,,50.4,95,,0.036,,1.3,,0.0007,,,,,6.2,0.93,10,
33909,S: Sedimento,-73.10577781,5.680086828,BOYACA,PAIPA,Plasma (ICP),,9,,18,,,,,,,,,,,,,,,,32
33910,S: Sedimento,-73.10876013,5.677831453,BOYACA,PAIPA,ICP,,,3,,22.5,47,,0.015,,0.7,,-0.0005,,,,,1.7,0.25,4.8,
33911,S: Sedimento,-73.10876013,5.677831453,BOYACA,PAIPA,Plasma (ICP),,10,,7,,,,,,,,,,,,,,,,10
33912,S: Sedimento,-73.11101885,5.676479003,BOYACA,PAIPA,ICP,,,9,,62.6,120,,0.037,,1.6,,0.0006,,,,,4.4,0.68,11,
33913,S: Sedimento,-73.11101885,5.676479003,BOYACA,PAIPA,Plasma (ICP),,14,,17,,,,,,,,,,,,,,,,25
33914,S: Sedimento,-73.11300619,5.675487752,BOYACA,TUTA,ICP,,,4,,20.8,42,,0.009,,0.7,,-0.0005,,,,,3.9,0.6,4.4,
33915,S: Sedimento,-73.11300619,5.675487752,BOYACA,TUTA,Plasma (ICP),,5,,5,,,,,,,,,,,,,,,,17
33916,S: Sedimento,-73.11472004,5.676123516,BOYACA,TUTA,ICP,,,3,,29.5,55,,0.015,,0.9,,-0.0005,,,,,3.5,0.53,5.9,
33917,S: Sedimento,-73.11472004,5.676123516,BOYACA,TUTA,Plasma (ICP),,8,,5,,,,,,,,,,,,,,,,18
33918,S: Sedimento,-73.11625249,5.677301467,BOYACA,TUTA,ICP,,,2,,30.4,63,,0.019,,1,,0.0007,,,,,5,0.76,6.6,
33919,S: Sedimento,-73.11625249,5.677301467,BOYACA,TUTA,Plasma (ICP),,5,,8,,,,,,,,,,,,,,,,21
33920,S: Sedimento,-73.11805736,5.677485297,BOYACA,TUTA,ICP,,,3,,47.3,104,,0.027,,1.4,,0.001,,,,,5.6,0.85,10.1,
33921,S: Sedimento,-73.11805736,5.677485297,BOYACA,TUTA,Plasma (ICP),,6,,10,,,,,,,,,,,,,,,,20
34941,S: Sedimento,-73.06940602,5.673514693,BOYACA,FIRAVITOBA,Plasma (ICP),,11,,2,,,,,,,,,,,,,,,,7
34942,S: Sedimento,-73.07461402,5.689075017,BOYACA,PAIPA,Plasma (ICP),,8,,7,,,,,,,,,,,,,,,,23
38393,S: Sedimento,-74.06864221,5.746002914,BOYACA,PAUNA,Activación neutrónica,,,30,-25,21,36,,16,5,1,,1,,,,,4,1,19,
38394,S: Sedimento,-74.06864221,5.746002914,BOYACA,PAUNA,Plasma (ICP),,36,,67,,,,,,,,,,,,,,,,11
38514,S: Sedimento,-74.32816546,5.764340845,BOYACA,YACOPÍ,Activación neutrónica,,,8,,24.7,37,,14,3.6,0.8,,-0.5,,,,,2.1,0.31,9.1,
38515,S: Sedimento,-74.32816546,5.764340845,BOYACA,YACOPÍ,Plasma (ICP),,,8,,24.7,37,,14,3.6,0.8,,-0.5,,,,,2.1,0.31,9.1,
38516,S: Sedimento,-74.22647457,5.750966121,BOYACA,OTANCHE,Activación neutrónica,,,5,,23.8,39,,20,3.9,0.8,,-0.5,,,,,1.8,0.3,7.4,
38517,S: Sedimento,-74.22647457,5.750966121,BOYACA,OTANCHE,Plasma (ICP),,,5,,23.8,39,,20,3.9,0.8,,-0.5,,,,,1.8,0.3,7.4,
38518,S: Sedimento,-74.21653483,5.715249717,BOYACA,OTANCHE,Activación neutrónica,,,6,,38.1,66,,26,5.1,1,,-0.5,,,,,2.1,0.32,8.2,
38519,S: Sedimento,-74.21653483,5.715249717,BOYACA,OTANCHE,Plasma (ICP),,,6,,38.1,66,,26,5.1,1,,-0.5,,,,,2.1,0.32,8.2,
38520,SU: Suelo,-74.32816546,5.764340845,BOYACA,YACOPÍ,Activación neutrónica,,,9,,38.2,60,,29,5.2,1.2,,-0.5,,,,,2.3,0.35,9.2,
38521,SU: Suelo,-74.32816546,5.764340845,BOYACA,YACOPÍ,Plasma (ICP),,71,,266,,,,,,,,,,,,,,,,31
38522,SU: Suelo,-74.22647457,5.750966121,BOYACA,OTANCHE,Activación neutrónica,,,6,,24.2,40,,14,2.3,0.5,,-0.5,,,,,1.9,0.32,9,
38523,SU: Suelo,-74.22647457,5.750966121,BOYACA,OTANCHE,Plasma (ICP),,13,,51,,,,,,,,,,,,,,,,10
38524,SU: Suelo,-74.21653483,5.715249717,BOYACA,OTANCHE,Activación neutrónica,,,7,,52.4,90,,50,6.9,1.3,,-0.5,,,,,2.8,0.46,11,
38525,SU: Suelo,-74.21653483,5.715249717,BOYACA,OTANCHE,Plasma (ICP),,29,,97,,,,,,,,,,,,,,,,22
38526,SU: Suelo,-74.22647457,5.750966121,BOYACA,OTANCHE,Activación neutrónica,,,5,,22.8,36,,13,2.7,0.6,,-0.5,,,,,2.1,0.3,11.5,
38527,SU: Suelo,-74.22647457,5.750966121,BOYACA,OTANCHE,Plasma (ICP),,16,,55,,,,,,,,,,,,,,,,10
41302,R: Roca,-76.24668731,6.279781613,ANTIOQUIA,URRAO,Plasma (ICP),,,,,,,,,,,,,,,,,,,51,24
41305,R: Roca,-76.25997046,6.163611466,CHOCO,QUIBDÓ,Plasma (ICP),,,,,,,,,,,,,,,,,,,54,13
41308,R: Roca,-76.25996861,6.163159664,CHOCO,QUIBDÓ,Plasma (ICP),,,,,,,,,,,,,,,,,,,94,10
41311,R: Roca,-76.24940621,5.978690898,CHOCO,QUIBDÓ,Plasma (ICP),,,,,,,,,,,,,,,,,,,33,15
41314,R: Roca,-76.27121905,5.886950068,CHOCO,QUIBDÓ,Plasma (ICP),,,,,,,,,,,,,,,,,,,66,6
41317,R: Roca,-76.2667035,5.886037083,CHOCO,QUIBDÓ,Plasma (ICP),,,,,,,,,,,,,,,,,,,125,27
41320,R: Roca,-76.26580112,5.886040624,CHOCO,QUIBDÓ,Plasma (ICP),,,,,,,,,,,,,,,,,,,15,16
41323,R: Roca,-76.26218956,5.887843964,CHOCO,QUIBDÓ,Plasma (ICP),,,,,,,,,,,,,,,,,,,39,17
41325,R: Roca,-76.17104527,5.854242442,CHOCO,EL CARMEN DE ATRATO,Plasma (ICP),,,,,,,,,,,,,,,,,,,48,27
42973,R: Roca,-76.22139563,5.996178102,CHOCO,QUIBDÓ,Plasma (ICP),,,,,,,,,,,,,,,,,,,21,21
57207,SU: Suelo,-74.52269851,4.242421287,CUNDINAMARCA,ICONONZO,ICP,,,12,,25.5,50,,21,4.6,1.1,,0.6,,,,,2.5,0.46,13.5,
57208,SU: Suelo,-74.52269851,4.242421287,CUNDINAMARCA,ICONONZO,Plasma (ICP),,39,,39,,,,,,,,,,,,,,,,20
57248,SU: Suelo,-75.24945572,4.245918045,TOLIMA,ROVIRA,ICP,,,13.65,,28.847,55.51,,22.75,5.096,1.092,,-0.455,,,,,2.366,0.4823,14.469,
57249,SU: Suelo,-75.24945572,4.245918045,TOLIMA,ROVIRA,Plasma (ICP),,22,,21,,,,,,,,,,,,,,,,20
57321,SU: Suelo,-74.72584308,4.24710607,CUNDINAMARCA,RICAURTE,ICP,,,6,,19.4,36,,15,3.3,0.9,,-0.5,,,,,2.7,0.44,7.1,
57322,SU: Suelo,-74.72584308,4.24710607,CUNDINAMARCA,RICAURTE,Plasma (ICP),,15,,16,,,,,,,,,,,,,,,,16
57452,SU: Suelo,-73.52960374,4.259400824,META,RESTREPO,ICP,,,40,,48,88,,39,9.5,2.1,,1.1,,,,,4.3,0.62,17,
57453,SU: Suelo,-73.52960374,4.259400824,META,RESTREPO,Plasma (ICP),,53,,57,,,,,,,,,,,,,,,,12
57579,SU: Suelo,-74.90755607,4.278181773,CUNDINAMARCA,COELLO,ICP,,,10,,21.5,40,,15,4.4,1.2,,-0.5,,,,,1.5,0.23,12.4,
57580,SU: Suelo,-74.90755607,4.278181773,CUNDINAMARCA,COELLO,Plasma (ICP),,15,,20,,,,,,,,,,,,,,,,16
57712,SU: Suelo,-73.37595452,4.28161996,CUNDINAMARCA,CUMARAL,ICP,,,3,,41.1,76,,27,6,1.2,,-0.5,,,,,3.9,0.59,11.8,
57713,SU: Suelo,-73.37595452,4.28161996,CUNDINAMARCA,CUMARAL,Plasma (ICP),,12,,13,,,,,,,,,,,,,,,,10
57845,SU: Suelo,-74.40013372,4.285156434,CUNDINAMARCA,FUSAGASUGÁ,ICP,,,9,,29.9,56,,20,4.8,1,,0.6,,,,,3.2,0.51,8.8,
57846,SU: Suelo,-74.40013372,4.285156434,CUNDINAMARCA,FUSAGASUGÁ,Plasma (ICP),,21,,16,,,,,,,,,,,,,,,,21
57974,SU: Suelo,-75.13649287,4.298098166,TOLIMA,SAN LUIS,ICP,,,17,,15.7,29,,14,3.3,1,,0.6,,,,,1.8,0.32,13.5,
57975,SU: Suelo,-75.13649287,4.298098166,TOLIMA,SAN LUIS,Plasma (ICP),,23,,23,,,,,,,,,,,,,,,,16
58067,SU: Suelo,-73.82916656,4.300575557,CUNDINAMARCA,QUETAME,ICP,,,18,,55.2,99,,41,8.8,1.8,,1,,,,,5.3,0.85,16.3,
58068,SU: Suelo,-73.82916656,4.300575557,CUNDINAMARCA,QUETAME,Plasma (ICP),,27,,27,,,,,,,,,,,,,,,,10
58094,SU: Suelo,-73.84437213,4.331381185,CUNDINAMARCA,QUETAME,ICP,,,17,,62.2,123,,41,10.1,2,,1,,,,,4.8,0.7,19.9,
58095,SU: Suelo,-73.84437213,4.331381185,CUNDINAMARCA,QUETAME,Plasma (ICP),,26,,35,,,,,,,,,,,,,,,,5
58229,SU: Suelo,-74.31221914,4.386010033,CUNDINAMARCA,FUSAGASUGÁ,ICP,,,5,,41,76,,20,5.2,1,,-0.5,,,,,3.7,0.61,8.3,
58230,SU: Suelo,-74.31221914,4.386010033,CUNDINAMARCA,FUSAGASUGÁ,Plasma (ICP),,10,,10,,,,,,,,,,,,,,,,20
58278,SU: Suelo,-76.25983402,5.169046052,RISARALDA,TADÓ,Plasma (ICP),,90,49,32,15,,,,,,,,,,,,,,,
58280,SU: Suelo,-76.41919868,5.125649277,CHOCO,RÍO IRÓ,Plasma (ICP),,98,39,42,4,,,,,,,,,,,,,,,
58282,SU: Suelo,-76.41915346,5.125604265,CHOCO,RÍO IRÓ,Plasma (ICP),,127,83,45,5,,,,,,,,,,,,,,,
58358,SU: Suelo,-75.03683109,4.397709356,TOLIMA,IBAGUÉ,ICP,,,16,,21.1,41,,15,3.4,1.4,,-0.5,,,,,1.6,0.25,16.8,
58359,SU: Suelo,-75.03683109,4.397709356,TOLIMA,IBAGUÉ,Plasma (ICP),,8,,30,,,,,,,,,,,,,,,,13
58463,SU: Suelo,-75.30641475,4.401038039,TOLIMA,IBAGUÉ,ICP,,,14.56,,26.299,50.05,,20.93,5.096,1.365,,-0.455,,,,,2.184,0.3822,15.743,
58465,SU: Suelo,-75.30641475,4.401038039,TOLIMA,IBAGUÉ,Plasma (ICP),,21,,21,,,,,,,,,,,,,,,,21
58528,SU: Suelo,-74.6559759,4.403781586,CUNDINAMARCA,TOCAIMA,ICP,,,12,,23.1,46,,17,4,1,,-0.5,,,,,2.6,0.45,11.9,
58529,SU: Suelo,-74.6559759,4.403781586,CUNDINAMARCA,TOCAIMA,Plasma (ICP),,30,,31,,,,,,,,,,,,,,,,18
58618,SU: Suelo,-74.83768826,4.405408367,CUNDINAMARCA,COELLO,ICP,,,6,,19.2,32,,11,3.5,0.9,,-0.5,,,,,1.7,0.32,8.2,
58619,SU: Suelo,-74.83768826,4.405408367,CUNDINAMARCA,COELLO,Plasma (ICP),,15,,32,,,,,,,,,,,,,,,,17
58657,SU: Suelo,-73.17205328,4.406140716,CUNDINAMARCA,PARATEBUENO,ICP,,,3.64,,25.116,45.5,,15.47,3.367,0.819,,-0.455,,,,,3.276,0.5551,9.828,
58658,SU: Suelo,-73.17205328,4.406140716,CUNDINAMARCA,PARATEBUENO,Plasma (ICP),,19,,11,,,,,,,,,,,,,,,,19
58705,SU: Suelo,-73.92456073,4.40783425,CUNDINAMARCA,CÁQUEZA,ICP,,,10,,49.1,96,,42,8.4,2,,1.1,,,,,6.3,0.97,11.1,
58706,SU: Suelo,-73.92456073,4.40783425,CUNDINAMARCA,CÁQUEZA,Plasma (ICP),,14,,15,,,,,,,,,,,,,,,,7
58732,S: Sedimento,-75.5996915,5.393895458,CALDAS,SUPÍA,ICP-MS,,20.2,12.7,9.4,7,,,,,,,,,,,,,,7.8,
58734,S: Sedimento,-75.66343404,5.435919701,CALDAS,SUPÍA,ICP-MS,,36.3,20.3,10,6,,,,,,,,,,,,,,6.1,
58736,S: Sedimento,-75.68468951,5.389753635,CALDAS,RIOSUCIO,ICP-MS,,56.5,11.6,6.6,8,,,,,,,,,,,,,,4.6,
58737,S: Sedimento,-75.66391311,5.349483078,CALDAS,RIOSUCIO,ICP-MS,,11.8,9.4,4.6,7,,,,,,,,,,,,,,4.8,
58739,S: Sedimento,-75.67200824,5.372386091,CALDAS,RIOSUCIO,ICP-MS,,15.3,9.3,9.5,7,,,,,,,,,,,,,,3.4,
58740,S: Sedimento,-75.61374651,5.326288446,CALDAS,FILADELFIA,ICP-MS,,27.8,13.3,22.3,9,,,,,,,,,,,,,,,
58746,S: Sedimento,-75.61762295,5.325655023,CALDAS,FILADELFIA,ICP-MS,,39.4,15,28.9,7,,,,,,,,,,,,,,,
58747,S: Sedimento,-75.71600211,5.395708331,CALDAS,RIOSUCIO,ICP-MS,,26.1,17.6,6,6,,,,,,,,,,,,,,,
58748,S: Sedimento,-75.7098604,5.395851406,CALDAS,RIOSUCIO,ICP-MS,,35.9,17.6,17.5,5,,,,,,,,,,,,,,,
58750,S: Sedimento,-75.74688146,5.361809026,RISARALDA,QUINCHÍA,ICP-MS,,20.9,12.3,22,6,,,,,,,,,,,,,,,
58751,S: Sedimento,-75.73687333,5.352715758,RISARALDA,QUINCHÍA,ICP-MS,,26.7,13.6,29,4,,,,,,,,,,,,,,,
58753,S: Sedimento,-75.73508884,5.33974035,RISARALDA,QUINCHÍA,ICP-MS,,22.6,12.1,23.6,5,,,,,,,,,,,,,,,
58754,S: Sedimento,-75.5946983,5.340663725,CALDAS,FILADELFIA,ICP-MS,,19.8,16.5,107.9,10,,,,,,,,,,,,,,,
58771,SU: Suelo,-75.44483287,4.408092215,TOLIMA,CAJAMARCA,ICP,,,39.13,,12.831,24.57,,16.38,4.095,1.274,,-0.455,,,,,2.548,0.3913,35.854,
58772,SU: Suelo,-75.44483287,4.408092215,TOLIMA,CAJAMARCA,Plasma (ICP),,71,,81,,,,,,,,,,,,,,,,24
58806,S: Sedimento,-76.62242844,1.700143819,CAUCA,SANTA ROSA,ICP,,,15,,30.9,54,,19,4.8,1.2,,-0.5,,,,,2.9,0.46,15.3,
58807,S: Sedimento,-76.62242844,1.700143819,CAUCA,SANTA ROSA,Plasma (ICP),,32,,31,,,,,,,,,,,,,,,,14
58814,S: Sedimento,-76.77431249,1.700478274,CAUCA,SANTA ROSA,ICP,,,20,,13.3,26,,8,2.5,0.7,,-0.5,,,,,1.1,0.19,19.9,
58815,S: Sedimento,-76.77431249,1.700478274,CAUCA,SANTA ROSA,Plasma (ICP),,26,,26,,,,,,,,,,,,,,,,5
58823,S: Sedimento,-75.64641163,1.734531006,CAQUETA,FLORENCIA,ICP,,,16,,107,190,,85,19,3.2,,2.3,,,,,12.8,1.9,22.6,
58824,S: Sedimento,-75.64641163,1.734531006,CAQUETA,FLORENCIA,Plasma (ICP),,14,,18,,,,,,,,,,,,,,,,84
58832,S: Sedimento,-75.84750441,1.855162343,HUILA,SUAZA,ICP,,,17,,111,202,,90,19.6,3.6,,2.1,,,,,9.1,1.41,24.6,
58833,S: Sedimento,-75.84750441,1.855162343,HUILA,SUAZA,Plasma (ICP),,19,,16,,,,,,,,,,,,,,,,73
58838,S: Sedimento,-75.73267063,1.964791407,HUILA,GUADALUPE,ICP,,,23,,142,242,,105,20.6,2.7,,2.1,,,,,9.9,1.5,27.3,
58839,S: Sedimento,-75.73267063,1.964791407,HUILA,GUADALUPE,Plasma (ICP),,17,,25,,,,,,,,,,,,,,,,77
58842,SU: Suelo,-72.74640873,4.413690964,CASANARE,VILLANUEVA,ICP,,,1.82,,21.294,38.22,,17.29,3.458,0.91,,-0.455,,,,,3.458,0.5369,5.824,
58843,SU: Suelo,-72.74640873,4.413690964,CASANARE,VILLANUEVA,Plasma (ICP),,7,,5,,,,,,,,,,,,,,,,17
58846,S: Sedimento,-75.88852825,2.01285206,HUILA,TIMANÁ,ICP,,,11,,37.9,67,,18,5.8,1.3,,-0.5,,,,,2.9,0.44,12.1,
58847,S: Sedimento,-75.88852825,2.01285206,HUILA,TIMANÁ,Plasma (ICP),,33,,25,,,,,,,,,,,,,,,,34
58851,S: Sedimento,-74.78860418,5.445487911,CALDAS,VICTORIA,ICP,,,30,,23,44,,27,4.2,1.5,,-0.5,,,,,3,0.49,22,
58852,S: Sedimento,-74.78860418,5.445487911,CALDAS,VICTORIA,Plasma (ICP),,9,,32,,,,,,,,,,,,,,,,25
58855,S: Sedimento,-74.006191,5.474026682,BOYACA,BUENAVISTA,ICP,,,7,,60,100,,38,8.4,1.9,,2.3,,,,,8.7,1.44,11,
58856,S: Sedimento,-74.006191,5.474026682,BOYACA,BUENAVISTA,Plasma (ICP),,9,,19,,,,,,,,,,,,,,,,4
58864,S: Sedimento,-73.13793411,5.775908536,BOYACA,PAIPA,ICP,,,18,,40.5,80,,29,7.9,1.5,,-0.5,,,,,4,0.6,12,
58865,S: Sedimento,-73.13793411,5.775908536,BOYACA,PAIPA,Plasma (ICP),,22,,22,,,,,,,,,,,,,,,,14
58868,S: Sedimento,-73.08224959,5.834456411,BOYACA,PAIPA,ICP,,,10,,35.6,60,,25,5.4,1.3,,-0.5,,,,,4.7,0.76,10.6,
58869,S: Sedimento,-73.08224959,5.834456411,BOYACA,PAIPA,Plasma (ICP),,11.316263,,14.271298,,,,,,,,,,,,,,,,10.542529
58873,S: Sedimento,-73.38763584,5.855457312,SANTANDER,GÁMBITA,ICP,,,3,,47.3,88,,41,8.2,1.7,,1.1,,,,,4.9,0.82,3.8,
58874,S: Sedimento,-73.38763584,5.855457312,SANTANDER,GÁMBITA,Plasma (ICP),,4.590101,,3.7876,,,,,,,,,,,,,,,,7.594295
58879,S: Sedimento,-73.2891918,6.013325394,SANTANDER,GÁMBITA,ICP,,,16,,48.2,88,,29,7.9,1.4,,1,,,,,3.9,0.58,17.1,
58880,S: Sedimento,-73.2891918,6.013325394,SANTANDER,GÁMBITA,Plasma (ICP),,11,,34,,,,,,,,,,,,,,,,30
58888,S: Sedimento,-73.32775916,6.018524549,SANTANDER,GÁMBITA,ICP,,,3,,42.4,95,,34,6.4,1.5,,0.8,,,,,4.8,0.75,9.4,
58889,S: Sedimento,-73.32775916,6.018524549,SANTANDER,GÁMBITA,Plasma (ICP),,9,,16,,,,,,,,,,,,,,,,12
58897,SU: Suelo,-74.38436472,4.428540356,CUNDINAMARCA,SILVANIA,ICP,,,7,,24.4,41,,16,3,0.6,,-0.5,,,,,2.3,0.37,9.5,
58898,SU: Suelo,-74.38436472,4.428540356,CUNDINAMARCA,SILVANIA,Plasma (ICP),,22,,22,,,,,,,,,,,,,,,,8
58901,S: Sedimento,-76.01139468,1.361779855,CAQUETA,SAN JOSÉ DEL FRAGUA,ICP,,,16,,76.2,159,,71,16.2,4,,1.9,,,,,7.1,1.19,23.6,
58902,S: Sedimento,-76.01139468,1.361779855,CAQUETA,SAN JOSÉ DEL FRAGUA,Plasma (ICP),,33,,18,,,,,,,,,,,,,,,,66
58906,S: Sedimento,-76.57573398,1.386510431,CAUCA,MOCOA,ICP,,,13,,46.8,81,,31,6.5,1.8,,0.9,,,,,4.3,0.74,17.9,
58907,S: Sedimento,-76.57573398,1.386510431,CAUCA,MOCOA,Plasma (ICP),,23,,22,,,,,,,,,,,,,,,,31
58913,S: Sedimento,-76.72928872,1.434357455,CAUCA,SANTA ROSA,ICP,,,8,,58.3,85,,28,5.6,1.4,,0.9,,,,,3.1,0.5,12.4,
58914,S: Sedimento,-76.72928872,1.434357455,CAUCA,SANTA ROSA,Plasma (ICP),,20,,9,,,,,,,,,,,,,,,,23
58922,S: Sedimento,-76.45813207,1.434919715,CAUCA,SANTA ROSA,ICP,,,14,,73.4,166,,64,15.5,3.1,,1.6,,,,,7,1.13,19.2,
58923,S: Sedimento,-76.45813207,1.434919715,CAUCA,SANTA ROSA,Plasma (ICP),,17,,12,,,,,,,,,,,,,,,,61
58928,S: Sedimento,-76.59285464,1.494061414,CAUCA,SANTA ROSA,ICP,,,15,,37.9,64,,26,5.7,1.4,,0.8,,,,,3,0.46,18.4,
58929,S: Sedimento,-76.59285464,1.494061414,CAUCA,SANTA ROSA,Plasma (ICP),,31,,34,,,,,,,,,,,,,,,,17
